IDX,PATIENT_DEV_CD,DESC_E,DESC_F,CODE_TYPE_E,CODE_TYPE_F
1442,3001,Insulation issue (Retired - use 2487),Insulation issue (Retiré-utilise 2487),Medical Device Problem,Problème de dispositif médical
1443,3002,Air in line (Retired - use 2126),Air in line (Retiré-utilise 2126),Medical Device Problem,Problème de dispositif médical
1444,3003,A24 - Adverse Event Without Identified Device or Use Problem,A24 - Événement indésirable non associé à un problème de dispositif/d'utilisation,Medical Device Problem,Problème de dispositif médical
1445,3004,A090806 - Non Reproducible Results,A090806 - Résultats non reproductibles,Medical Device Problem,Problème de dispositif médical
1446,3005,A0719 - Unexpected Shutdown,A0719 - Arrêt imprévu,Medical Device Problem,Problème de dispositif médical
1447,3006,"A110201 - Application Program Freezes, Becomes Nonfunctional ","A110201 - Programme d'application qui gèle, devient non fonctionnel ",Medical Device Problem,Problème de dispositif médical
1448,3007,Failure to print (Retired - use 2487),Failure to print (Retiré-utilise 2487),Medical Device Problem,Problème de dispositif médical
1449,3008,"A0508 - Noise, Audible",A0508 - Bruit audible,Medical Device Problem,Problème de dispositif médical
1450,3009,Incorrect units (Retired - use 2125),Incorrect units (Retiré-utilise 2125),Medical Device Problem,Problème de dispositif médical
1451,3010,A140501 - Backflow,A140501 - Refoulement,Medical Device Problem,Problème de dispositif médical
1452,3011,Failure to detect (Retired - use 2084),Failure to detect (Retiré-utilise 2084),Medical Device Problem,Problème de dispositif médical
1453,3012,Failure to open (Retired - use 2457),Failure to open (Retiré-utilise 2457),Medical Device Problem,Problème de dispositif médical
1454,3013,Externalized conductor (Retired - use 2512),Externalized conductor (Retiré-utilise 2512),Medical Device Problem,Problème de dispositif médical
1455,4001,Breast complication associated with device (Retired - use 636),Complication mammaire associée à un instrument (Retiré-utilise 636),Health Effect,Effet sur la santé
1456,4002,Capsular contracture associated with breast implant (Retired - use 67),Contracture capsulaire associée à un implant mammaire (Retiré-utilise 67),Health Effect,Effet sur la santé
1457,4003,Cardiac complication associated with device (Retired - use 636),Complication cardiaque associée à un instrument (Retiré-utilise 636),Health Effect,Effet sur la santé
1458,4005,Pacemaker generated arrhythmia (Retired - use 30),Arythmie induite par un stimulateur cardiaque (Retiré-utilise 30),Health Effect,Effet sur la santé
1459,4006,Pacemaker syndrome (Retired - use 636),Syndrome du stimulateur cardiaque (Retiré-utilise 636),Health Effect,Effet sur la santé
1460,4007,Complication of device insertion (Retired - use 636),Complication liée à l'insertion d'un instrument (Retiré-utilise 636),Health Effect,Effet sur la santé
1461,4008,Complication of device removal (Retired - use 636),Complication liée au retrait d'un instrument (Retiré-utilise 636),Health Effect,Effet sur la santé
1462,4009,Device intolerance (Retired - use 636),Intolérance à un instrument (Retiré-utilise 636),Health Effect,Effet sur la santé
1463,4010,Device psychogenic complication (Retired - use 636),Complication psychogène liée à un instrument (Retiré-utilise 636),Health Effect,Effet sur la santé
1464,4011,Device related infection (Retired - use 286),Infection liée à un instrument (Retiré-utilise 286),Health Effect,Effet sur la santé
1465,4012,Device related sepsis (Retired - use 528),Sepsis lié à un instrument (Retiré-utilise 528),Health Effect,Effet sur la santé
1466,4013,Device toxicity (Retired - use 636),Toxicité d'un instrument (Retiré-utilise 636),Health Effect,Effet sur la santé
1467,4014,Exposure to contaminated device (Retired - use 636),Exposition à un instrument contaminé (Retiré-utilise 636),Health Effect,Effet sur la santé
1468,4015,Feeding tube complication (Retired - use 636),Complication liée à une sonde d'alimentation (Retiré-utilise 636),Health Effect,Effet sur la santé
1469,4016,Injury associated with device (Retired - use 1274),Blessure associée à un instrument (Retiré-utilise 1274),Health Effect,Effet sur la santé
1470,4017,Medical device complication (Retired - use 636),Complication liée à un instrument médical (Retiré-utilise 636),Health Effect,Effet sur la santé
1471,4018,Medical device discomfort (Retired - use 141),Gêne provoquée par un instrument médical (Retiré-utilise 141),Health Effect,Effet sur la santé
1472,4019,Medical device pain (Retired - use 436),Douleur causée par un instrument médical (Retiré-utilise 436),Health Effect,Effet sur la santé
1473,4020,Medical device site reaction (Retired - use 636),Réaction au site de l'instrument médical (Retiré-utilise 636),Health Effect,Effet sur la santé
1474,4021,Neurological complication associated with device (Retired - use 636),Complication neurologique associée à un instrument (Retiré-utilise 636),Health Effect,Effet sur la santé
1475,4022,E0808 - Corneal Epithelial Microcysts,E0808 - Microkystes de l'épithélium cornéen,Health Effect,Effet sur la santé
1476,4023,Eye complication associated with device (Retired - use 636),Complication oculaire associée à un instrument (Retiré-utilise 636),Health Effect,Effet sur la santé
1477,4025,Reproductive complication associated with device (Retired - use 636),Complication pour la reproduction associée à un instrument(Retiré-voir 636),Health Effect,Effet sur la santé
1478,4026,Endotracheal intubation complication (Retired - use 636),Complication liée à l'intubation endotrachéale (Retiré-utilise 636),Health Effect,Effet sur la santé
1479,4027,Respiratory complication associated with device (Retired - use 636),Complication respiratoire liée à un instrument (Retiré-utilise 636),Health Effect,Effet sur la santé
1480,4029,Stent-graft endoleak (Retired - use 1359),Endofuite d'endoprothèse (Retiré-utilise 1359),Health Effect,Effet sur la santé
1481,4030,Vascular complication associated with device (Retired - use 636),Complication vasculaire associée à un instrument (Retiré-utilise 636),Health Effect,Effet sur la santé
1482,5001,Device computer issue (Retired),Problème informatique lié à un instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1483,5002,Device electrical finding (Retired),Observation électrique concernant un instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1484,5003,Device electrical impedance issue (Retired),Problème d'impédance électrique d'un instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1485,5004,Electromagnetic interference (Retired),Interférence électromagnétique (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1486,5005,Device-device incompatibility (Retired),Incompatibilité entre instruments (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1487,5006,Patient-device incompatibility (Retired),Incompatibilité entre le patient et l'instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1488,5007,Device alarm issue (Retired),Problème d'alarme sur un instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1489,5008,Device information output issue (Retired),Problème de sortie de données sur un instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1490,5009,Device connection issue (Retired),Problème de connexion d'un instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1491,5010,Device deployment issue (Retired),Problème de déploiement d'un instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1492,5011,Device dislocation (Retired),Déplacement d'un instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1493,5012,Device expulsion (Retired),Expulsion d'un dispositif (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1494,5013,Device extrusion (Retired),Extrusion d'un instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1495,5014,Device failure (Retired),Défaillance d'un instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1496,5015,Device inversion (Retired),Inversion d'un instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1497,5016,Device issue (Retired),Problème lié à un instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1498,5017,Device lead issue (Retired),Problème d'électrode sur un instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1499,5018,Device leakage (Retired),Fuite d'un instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1500,5019,Device misuse (Retired),Mauvaise utilisation d'un instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1501,5020,Drug administered in wrong device (Retired),Administration de médicament dans le mauvais instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1502,5021,Intentional medical device removal by patient (Retired),Retrait intentionnel d'un instrument médical par le patient (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1503,5022,Pregnancy with contraceptive device (Retired),Grossesse sous contraception par dispositif (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1504,5023,Pump reservoir issue (Retired),Problème de réservoir de pompe (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1505,5024,Unintentional medical device removal by patient (Retired),Retrait non intentionnel d'un instrument médical par le patient (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1506,5025,Wrong device dispensed (Retired),Mauvais instrument attribué (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1507,5026,Wrong device used (Retired),Mauvais instrument utilisé (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1508,5027,Device battery issue (Retired),Problème de batterie d'un instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1509,5028,Device capturing issue (Retired),Problème de capture lié à un instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1510,5029,Device ineffective (Retired),Instrument inefficace (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1511,5030,Device infusion issue (Retired),Problème de perfusion d'un instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1512,5031,Device malfunction (Retired),Fonctionnement défectueux d'un instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1513,5032,Device occlusion (Retired),Occlusion d'un instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1514,5033,Device optical issue (Retired),Problème d'optique d'un instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1515,5034,Device pacing issue (Retired),Problème de stimulation avec un instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1516,5035,Device power source issue (Retired),Problème avec la source d'alimentation d'un instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1517,5036,Device signal detection issue (Retired),Problème de détection du signal d'un instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1518,5037,Device stimulation issue (Retired),Problème de stimulation d'un instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1519,5038,Incorrect dose administered by device (Retired),Dose erronée administrée par un instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1520,5039,Medical device entrapment (Retired),Piégeage par un instrument médical (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1521,5040,Oversensing (Retired),Surdétection (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1522,5041,Stent embolisation (Retired),Embolisation causée par une endoprothèse (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1523,5042,Stent malfunction (Retired),Fonctionnement défectueux d'une endoprothèse (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1524,5043,Thrombosis in device (Retired),Thrombose dans un instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1525,5044,Undersensing (Retired),Sous-détection (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1526,5045,Device difficult to use (Retired),Instrument difficile à utiliser (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1527,5046,Device breakage (Retired),Bris d'un instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1528,5047,Device chemical property issue (Retired),Problème de propriété chimique avec un instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1529,5048,Device colour issue (Retired),Problème de couleur avec un instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1530,5049,Device colour issue (Retired),Problème de couleur avec un instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1531,5050,Device damage (Retired),Instrument endommagé (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1532,5051,Device deposit issue (Retired),Problème de dépôt d'un instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1533,5052,Device extension damage (Retired),Dommages à l'extension d'un instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1534,5053,Device kink (Retired),Entortillement d'un instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1535,5054,Device lead damage (Retired),Électrode d'un instrument endommagée (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1536,5055,Device material issue (Retired),Problème de matériau d'un instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1537,5056,Device material opacification (Retired),Opacification des matériaux d'un instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1538,5057,Device physical property issue (Retired),Problème de propriété physique avec un instrument (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1539,5058,Needle issue (Retired),Problème d'aiguille (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1540,5059,Syringe issue (Retired),Problème de seringue (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1541,5501,USER ERROR (Retired),ERREUR DE L'UTILISATEUR (Retiré),,
1542,5502,COMPLAINT NOT CONFIRMED/OBSERVED IN ANALYSIS (Retired),PLAINTE NON CONFIRMÉE/OBSERVÉE À L'ANALYSE (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1543,5503,DEVICE FUNCTIONED AS INTENDED (Retired),LE DISPOSITIF A FONCTIONNÉ COMME PRÉVU (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1544,5504,DEVICE MET SPECIFICATIONS (Retired),LE DISPOSITIF A SATISFAIT AUX SPÉCIFICATIONS (Retiré),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1545,5505,KNOWN RISK (Retired),RISQUE CONNU (Retiré),,
1546,6001,B01 - Testing of Actual/Suspected Device,B01 - Mise à l'essai du dispositif soupçonné d'être en cause,Manufacturer Investigation Method,Méthode d'évaluation du fabricant
1547,6002,B02 - Testing of Device from Same Lot/Batch Retained by Manufacturer,B02 - Mise à l'essai d'un dispositif du même lot conservé par le fabricant,Manufacturer Investigation Method,Méthode d'évaluation du fabricant
1548,6003,B03 - Testing of Device from Same Lot/Batch Returned from User,B03 - Mise à l'essai d'un dispositif du même lot retourné par l'utilisateur,Manufacturer Investigation Method,Méthode d'évaluation du fabricant
1549,6004,B04 - Testing of Device from Other Lot/Batch Retained by Manufacturer,B04 - Mise à l'essai d'un dispositif d'un autre lot conservé par le fabricant,Manufacturer Investigation Method,Méthode d'évaluation du fabricant
1550,6005,B05 - Testing of Device from Other Lot/Batch Returned From User,B05 - Mise à l'essai d'un dispositif d'un autre lot retourné par l'utilisateur,Manufacturer Investigation Method,Méthode d'évaluation du fabricant
1551,6006,B06 - Testing of Model Variant,B06 - Mise à l'essai d'une variante du modèle,Manufacturer Investigation Method,Méthode d'évaluation du fabricant
1552,6007,B07 - Testing of Raw/Starting Materials,B07 - Mise à l'essai de matières premières/matériaux de base,Manufacturer Investigation Method,Méthode d'évaluation du fabricant
1553,6008,B08 - Testing of Patient Sample or Reference Material Using Manufacturer's Device,B08 - Examen d'échantillon/matériel référence utilisant le dispositif (fabricant),Manufacturer Investigation Method,Méthode d'évaluation du fabricant
1554,6009,B09 - Testing of Patient Sample or Reference Material Using Reference Method,B09 - Examen d'échantillon/matériel référence utilisant une méthode de référence,Manufacturer Investigation Method,Méthode d'évaluation du fabricant
1555,6010,B10 - Testing of Patient Sample or Reference Material Using Competitor's Device,B10 - Examen d'échantillon/matériel référence utilisant le dispositif(concurrent),Manufacturer Investigation Method,Méthode d'évaluation du fabricant
1556,6011,B11 - Historical Data Analysis,B11 - Analyse des données historiques,Manufacturer Investigation Method,Méthode d'évaluation du fabricant
1557,6012,B12 - Trend Analysis,B12 - Analyse des tendances,Manufacturer Investigation Method,Méthode d'évaluation du fabricant
1558,6013,B13 - Communication/Interviews,B13 - Communications/entrevues,Manufacturer Investigation Method,Méthode d'évaluation du fabricant
1559,6014,B14 - Analysis of Production Records,B14 - Analyse des dossiers de production,Manufacturer Investigation Method,Méthode d'évaluation du fabricant
1560,6015,B15 - Analysis of Data Provided by User/Third Party,B15 - Analyse des données fournies par l'utilisateur ou un tiers,Manufacturer Investigation Method,Méthode d'évaluation du fabricant
1561,6016,B16 - Device Not Manufactured by Reporting Manufacturer,B16 - Dispositif non fabriqué par le fabricant déclarant,Manufacturer Investigation Method,Méthode d'évaluation du fabricant
1562,6017,B17 - Device Not Returned,B17 - Dispositif non retourné,Manufacturer Investigation Method,Méthode d'évaluation du fabricant
1563,6018,B18 - Device Discarded,B18 - Dispositif mis aux rebuts,Manufacturer Investigation Method,Méthode d'évaluation du fabricant
1564,6019,B19 - Incomplete Device Returned,B19 - Dispositif incomplet retourné,Manufacturer Investigation Method,Méthode d'évaluation du fabricant
1565,6020,B20 - Device Not Accessible for Testing,B20 - Dispositif non accessible pour des tests,Manufacturer Investigation Method,Méthode d'évaluation du fabricant
1566,6021,B21 - Type of Investigation Not Yet Determined,B21 - Type d'enquête non déterminé pour le moment,Manufacturer Investigation Method,Méthode d'évaluation du fabricant
1567,6022,B22 - Insufficient Information Available,B22 - Renseignements disponibles insuffisants,Manufacturer Investigation Method,Méthode d'évaluation du fabricant
1568,6023,B23 - Specimen Requested But Not Provided,B23 - Échantillon demandé mais non fourni,Manufacturer Investigation Method,Méthode d'évaluation du fabricant
1569,6024,B24 - Event History Log Review,B24 - Examen du registre historique des événements,Manufacturer Investigation Method,Méthode d'évaluation du fabricant
1570,7010,C01 - Biological Problem Identified,C01 - Problème biologique recensé,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1571,7011,C0101 - Biocompatibility Problem Identified,C0101 - Problème de biocompatibilité recensé,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1572,7012,C0102 - Biological Contamination,C0102 - Contamination biologique,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1573,7013,C010201 - Endotoxin Contamination,C010201 - Contamination par des endotoxines,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1574,7014,C010202 - Microbial Contamination,C010202 - Contamination microbienne,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1575,7016,C0104 - Cytotoxicity Problem Identified,C0104 - Problème de cytotoxicité recensé,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1576,7019,C010502 - Mutagenic Problem,C010502 - Problème mutagène,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1577,7020,C0106 - Hematological Problem Identified,C0106 - Problème hématologique recensé,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1578,7021,C010601 - Agglutination Problem,C010601 - Problème d'agglutination,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1579,7022,C010602 - Complement Activation Problem,C010602 - Problème d'activation du complément,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1580,7024,C010604 - Problem due to Thrombosis Activation,C010604 - Problème découlant de l'activation de la thrombose,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1581,7025,C0107 - Unintended Presence of Allergens,C0107 - Présence imprévue d'allergènes,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1582,7026,C0108 - Reproductive Toxicity Problem Identified,C0108 - Problème de toxicité pour la reproduction recensé,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1583,7030,C02 - Electrical Problem Identified,C02 - Problème électrique recensé,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1584,7040,C0201 - Electrical/Electronic Component Problem Identified,C0201 - Problème de composant électrique/électronique recensé,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1585,7050,C0202 - Hardware Timing Problem Identified,C0202 - Problème de synchronisation du matériel recensé,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1586,7060,C0203 - Impedance Problem Identified,C0203 - Problème d'impédance recensé,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1587,7070,C0204 - Insulation Problem Identified,C0204 - Problème d'isolation recensé,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1588,7080,C0205 - Open Circuit,C0205 - Circuit ouvert ,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1589,7090,C0206 - Current Leakage Problem,C0206 - Problème de fuite,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1590,7100,C0207 - Power Source Problem Identified,C0207 - Problème de source d'alimentation recensé,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1591,7101,C020701 - Energy Storage System Problem,C020701 - Problème du système de stockage d'énergie,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1592,7102,C020702 - Loss of Power,C020702 - Panne d'électricité,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1593,7103,C020703 - Power Fluctuation,C020703 - Variation du courant,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1594,7110,C0208 - Short Circuit,C0208 - Court-circuit,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1595,7120,C0209 - Signal Loss,C0209 - Perte du signal,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1596,7130,C03 - Electromagnetic Compatibility Problem Identified,C03 - Problème de compatibilité électromagnétique recensé,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1597,7131,C0301 - Conducted Interference,C0301 - Brouillage transmis par conduction,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1598,7132,C0302 - Electrostatic Discharge,C0302 - Décharge électrostatique,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1599,7133,C0303 - Inadequate Immunity,C0303 - Immunité inadéquate,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1600,7134,C0304 - Unintended Emission,C0304 - Émission involontaire,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1601,7135,C0305 - Radiofrequency Interference (RFI),C0305 - Interférence aux fréquences (RFI),Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1602,7140,C04 - Interoperability Problem Identified,C04 - Problème d'interopérabilité recensé,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1603,7141,C0401 - Communications Problem Identified,C0401 - Problème de communication recensé,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1604,7142,C040101 - Wired Communication Problem,C040101 - Problème de communication câblée,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1605,7143,C040102 - Wireless Communication Problem,C040102 - Problème de communication sans fil,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1606,7144,C040103 - Network Communication Problem,C040103 - Problème de communication par réseau,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1607,7145,C0402 - Incompatible Component/ Accessory,C0402 - Composant ou accessoire incompatible,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1608,7146,C0403 - Device Not Compatible With Another Device,C0403 - Dispositif non compatible avec un autre dispositif,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1609,7147,C0404 - Unintended Compatibility,C0404 - Compatibilité non prévue,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1610,7150,C05 - Labeling and Instructions for Use/Maintenance,C05 - Étiquetage et instructions pour l'utilisation et l'entretien,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1611,7151,C0501 - Inadequate Labelling and/or Instructions for Use,C0501 - Mode d'emploi ou étiquetage inadéquats,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1612,7152,C0502 - Incorrect Labeling and/or Instructions for Use,C0502 - Mode d'emploi ou étiquetage incorrects,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1613,7153,C0503 - Inadequate or Incorrect Instructions for Maintenance,C0503 - Consignes d'entretien inadéquates ou incorrectes,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1614,7200,C06 - Material and/or Chemical Problem Identified,C06 - Problème matériel ou chimique recensé,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1615,7210,C0601 - Degradation Problem Identified,C0601 - Problème de dégradation recensé,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1616,7220,C0602 - Inappropriate Material,C0602 - Matériau inapproprié,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1617,7221,C060201 - Improper Composition/ Concentration,C060201 - Composition/concentration inappropriée,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1618,7222,C060202 - Improper Physical Structure,C060202 - Structure physique inappropriée,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1619,7223,C060203 - Molecular Structure Problem,C060203 - Problème de structure moléculaire,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1620,7230,C0603 - Inadequate Physicochemical Properties,C0603 - Propriétés physico-chimiques inadéquates,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1621,7240,C0604 - Incompatible Material,C0604 - Matériau incompatible,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1622,7250,C0605 - Reactivity Problem Identified,C0605 - Problème de réactivité recensé,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1623,7260,C0606 - Tolerance Stack-Up,C0606 - Accumulation des tolérances,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1624,7300,C07 - Mechanical Problem Identified,C07 - Problème mécanique recensé,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1625,7310,C0701 - Device Migration,C0701 - Migration du dispositif,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1626,7320,C0702 - Friction Problem Identified,C0702 - Problème de frottement recensé,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1627,7330,C0703 - Leakage/Seal,C0703 - Fuite/joint d'étanchéité,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1628,7340,C0704 - Lubrication Problem Identified,C0704 - Problème de lubrification recensé,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1629,7350,C0705 - Stiffness Problem Identified,C0705 - Problème de rigidité recensé,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1630,7360,C0706 - Stress Problem Identified,C0706 - Problème de tension recensé,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1631,7361,C070601 - Deformation Problem,C070601 - Problème de déformation,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1632,7362,C070602 - Fatigue Problem,C070602 - Problème de fatigue,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1633,7363,C070603 - Fracture Problem,C070603 - Problème de rupture,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1634,7364,C070604 - Mechanical Shock Problem,C070604 - Problème de choc mécanique,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1635,7365,C070605 - Vibration Problem,C070605 - Problème de vibrations,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1636,7366,C070606 - Wear Problem,C070606 - Problème d'usure,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1637,7370,C0707 - Incorrect Dimension,C0707 - Dimension incorrecte,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1638,7400,C08 - Optical Problem Identified,C08 - Problème optique recensé,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1639,7410,C0801 - Optical Transmission Problem Identified,C0801 - Problème de transmission optique recensé,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1640,7420,C0802 - Light Source Problem Identified,C0802 - Problème de source lumineuse recensé,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1641,7490,C09 - Clinical Imaging Problem Identified,C09 - Problème d'imagerie clinique recensé,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1642,7492,C0902 - Image Artifact,C0902 - Artéfact d'images,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
1643,7493,C0903 - Magnetically-Induced Movement,C0903 - Déplacement induit par une force magnétique,Manufacturer Investigation Findings,Résultat d'évaluation du fabricant
