IDX,PREF_NAME_CODE,PREF_DESC_E,PREF_DESC_F
3149,80RYI,"SWAB, SPECIMEN COLLECTION",ECOUVILLON DE PRELEVEMENT D'ECHANTILLONS
3150,80RYT,"SYRINGE, TUBERCULIN",SERINGUE A TUBERCULINE
3151,80RZF,"TAPE, ADHESIVE, HYPOALLERGENIC",RUBAN ADHESIF HYPOALLERGENIQUE
3152,80RZI,"TAPE, UMBILICAL",PANSEMENT OMBILICAL
3153,80SCT,"TUBE, DECOMPRESSION",TUBE DE DECOMPRESSION
3154,80SDN,"TUBING, LATEX",TUBE EN LATEX
3155,80TCS,"POWER SYSTEM, ISOLATED",RESEAU ELECTRIQUE ISOLE
3156,80TCY,"LAMP, EXAMINATION, CEILING MOUNTED (LIGHT)",LAMPE D'EXAMEN MONTEE AU PLAFOND
3157,80TEZ,"TELEMETRY UNIT, PHYSIOLOGICAL, MULTIPLE CHANNEL",UNITE DE TELEMETRIE PHYSIOLOGIQUE MULTIVOIE
3158,80VBJ,"SERVICE, MAINTENANCE/REPAIR",SERVICE D'ENTRETIEN ET DE REPARATION
3159,80WIP,"MONITOR, CONTAMINATION, ENVIRONMENTAL, PERSONAL","MONITEUR DE CONTAMINATION ENVIRONNEMENTALE, INDIVIDUEL"
3160,80WOE,"SYSTEM, PIPELINE, GAS",SYSTEME DE CANALISATION AU GAZ
3161,80WTN,"ADAPTOR, CABLE, EQUIPMENT",ADAPTATEUR DE CABLE D'EQUIPEMENT
3162,80WTV,"SYSTEM, ROBOT",SYSTEME ROBOTIQUE
3163,80WVY,"CART, EQUIPMENT, VIDEO",CHARIOT POUR EQUIPEMENT VIDEO
3164,81AEP,"TEST, ANTI-STAPHYLOLYSIN","TEST, ANTI-STAPHYLOLYSINE"
3165,81AGU,"CONTROL, BLOOD REFERENCE",CONTROLE SANGUIN DE REFERENCE
3166,81AON,"CALIBRATOR, HEMATOLOGY INSTRUMENT",CALIBREUR D'INSTRUMENT HEMATOLOGIQUE
3167,81AYP,BLOOD GROUPING RED CELLS FOR REVERSE GROUPING,GLOBULES ROUGES DE GROUPE SANGUIN POUR L'ESSAI INVERSE DE GROUPAGE
3168,81AYT,BLOOD GROUPING CELLS FOR DETECTION OF ABNORMAL ANTIBODIES,GLOBULES DE GROUPE SANGUIN POUR LA DETECTION DES ANTICORPS ANORMAUX
3169,81GFO,"THROMBOPLASTIN, PARTIAL ACTIVATED",THROMBOPLASTINE PARTIELLEMENT ACTIVEE
3170,81GGO,"CONTROL, THROBOPLASTIN REAGENT","CONTROLE, REACTIF DE LA THROMBOPLASTINE"
3171,81JBD,ELECTROPHORETIC HEMOGLOBIN ANALYSIS SYSTEM,SYSTEME D'ANALYSE ELECTROPHORETIQUE DE L'HEMOGLOBINE
3172,81JBP,"WHOLE BLOOD CLOTTING TIME, ACTIVATED","TEMPS DE COAGULATION DU SANG ENTIER, ACTIVE"
3173,81JWS,COMPUTER SYSTEM INTEGRATED WITH HEMATOLOGICAL ANALYZERS,SYSTEME INFORMATIQUE INTEGRE A DES ANALYSEURS HEMATOLOGIQUES
3174,81KSI,LECTIN AND PROLECTIN,LECTINE ET PROLECTINE
3175,81KSS,AUTOLOGOUS PLATELET SYSTEM,SYSTEME DE PLAQUETTES AUTOLOGUE
3176,81LIZ,"ASSAY, T LYMPHOCYTE SURFACE MARKER","DOSAGE, MARQUEUR DE SURFACE DES LYMPHOCYTES T"
3177,81MZK,"SYSTEM, SEPARATION, HEMATOPOIETIC STEM CELL",SYSTEME DE SEPARATION DES CELLULES SOUCHES HEMATOPOIETIQUES
3178,81QDZ,"KIT, BLOOD DONOR",TROUSSE POUR COLLECTE DE SANG
3179,81QJB,"CENTRIFUGE, MICROHEMATOCRIT",CENTRIFUGEUSE A MICROHEMATOCRITE
3180,81SFO,"WASHER, CELL (FROZEN BLOOD PROCESSOR)",LAVE-CELLULES (APPAREIL DE TRAITEMENT DU SANG CONGELE)
3181,81ZZZ,HAEMATOLOGY GENERAL CODE,CODE GENERAL D'HEMATOLOGIE
3182,82AHL,"FERRITIN, ENZYME IMMUNOASSAY",DOSAGE IMMUNOENZYMATIQUE DE LA FERRITINE
3183,82AUJ,"COMPLEMENT C3/C4, RADIAL IMMUNODIFFUSION",DOSAGE PAR IMMUNODIFFUSION RADIALE DU COMPLEMENT C3/C4
3184,82CZQ,"BENCE-JONES PROTEIN, ANTIGEN, ANTISERUM, CONTROL","PROTEINE DE BENCE-JONES, ANTIGENE, ANTISERUM, CONTROLE"
3185,82DCN,"C-REACTIVE PROTEIN, TEST SYSTEMS","PROTEINE C-REACTIVE, SYSTEMES DE TEST"
3186,82DDG,"TRANSFERRIN, ANTIGEN, ANTISERUM, CONTROL","TRANSFERRINE, ANTIGENE, ANTISERUM, CONTROLE"
3187,82DFH,"KAPPA, ANTIGEN, ANTISERUM, CONTROL","KAPPA, ANTIGENE, ANTISERUM, CONTROLE"
3188,82JZS,ELECTROPHORESIS INSTRUMENTATION,INSTRUMENTS D'ELECTROPHORESE
3189,82KTL,ANTI-DNA INDIRECT IMMUNOFLUORESCENT SOLID PHASE,"ANTI-ADN, IMMUNOFLUORESCENCE INDIRECTE, PHASE SOLIDE"
3190,82MSV,"SYSTEM, TEST, ANTIBODIES, B2-GLYCOPROTEIN (B2-G1)",SYSTEME DE DOSAGE DES ANTICORPS DE LA B2-GLYCOPROTEINE (B2-G1)
3191,82MZE,"TEST, DONOR, CMV",TEST DE DEPISTAGE DU CMV CHEZ LES DONNEURS
3192,82NBT,"ANTIBODIES, SACCHAROMYCES CEREVISIAE (S.CEREVISIAE)","ANTICORPS, SACCHAROMYCES CEREVISIAE (S. CEREVISIAE)"
3193,83AKI,"CULTURE MEDIA, ENTEROBACTERIACEAE","MILIEU DE CULTURE, ENTEROBACTERIACEES"
3194,83AOS,STREPTOCOSSUS MUTANS SCREENING KIT,TROUSSE DE DEPISTAGE DU STREPTOCOSSUS MUTANS
3195,83GMX,"ANTISERUM, FLUORESCENT, ANTIBODY FOR FTA-ABS TEST","ANTISERUM FLUORESCENT, ANTICORPS POUR LE TEST FTA-ABS"
3196,83GNP,"ANTISERUM, CF, EPSTEIN-BARR VIRUS",ANTISERUM CF DU VIRUS EPSTEIN-BARR
3197,83GTQ,STREPTOLYSIN O REAGENT/ANTISTREPTOLYSIN - TITRE,REACTIF A LA STREPTOLYSINE O/ANTISTREPTOLYSINE - TITRE
3198,83JWY,"TEST SYSTEM, ANTIMICROBIAL SUSCEPTIBILITY, MANUAL","SYSTEME DE TEST DE SENSIBILITE AUX ANTIMICROBIENS, MANUEL"
3199,83LJB,"ENZYME LINKED IMMUNOABSORBENT ASSAY, RUBEOLA",DOSAGE IMMUNOENZYMATIQUE DU VIRUS DE LA RUBEOLE
3200,83LJY,"ENZYME LINKED IMMUNOABSORBENT ASSAY, MUMPS VIRUS",DOSAGE IMMUNOENZYMATIQUE DU VIRUS DES OREILLONS
3201,83RTR,"STAINER, SLIDE, CYTOLOGY","APPAREIL POUR COLORATION DE LAMES, CYTOLOGIE"
3202,83UJX,"TEST, ANTIBIOTIC SUSCEPTIBILITY",TEST DE SENSIBILITE AUX ANTIBIOTIQUES
3203,83UJZ,"TEST, AGAR PLATE",TEST SUR PLAQUE DE GELOSE
3204,84GXC,"DEVICE, ELECTROCONVULSIVE THERAPY",DISPOSITIF POUR THERAPIE ELECTROCONVULSIVE
3205,84GXI,"PROBE, RADIOFREQUENCY LESION",SONDE DE RADIOFREQUENCE POUR ABLATION DES LESIONS
3206,84GXY,CUTANEOUS ELECTRODE,ELECTRODE CUTANE
3207,84GZC,"STIMULATOR, NEUROMUSCULAR, IMPLANTED",STIMULATEUR NEUROMUSCULAIRE IMPLANTE
3208,84HBB,"MOTOR, DRILL, PNEUMATIC",MOTEUR DE PERCAGE PNEUMATIQUE
3209,84HBO,"CLIP, SCALP",PINCE POUR CUIR CHEVELU
3210,84HCA,"CATHETER, VENTRICULAR",CATHETER VENTRICULAIRE
3211,84HCG,ARTIFICIAL EMBOLIZATION DEVICE,DISPOSITIF D'EMBOLISATION ARTIFICIELLE
3212,84MFS,"DEVICE, ENERGY, NON-SPECIFIC FOR MULTIPLE THERAPIES",DISPOSITIF A IMPULSIONS NON SPECIFIQUES POUR THERAPIES DIVERSES
3213,84QKQ,"CLAMP, SKULL",SERRE-CRANE
3214,84QRL,"PERFORATOR, DRILL",PERFORATRICE
3215,84QSU,"ELECTRODE, ELECTROENCEPHALOGRAPHIC",ELECTRODE ELECTROENCEPHALOGRAPHIQUE
3216,84QSV,"ELECTRODE, ELECTROMYOGRAPHIC",ELECTRODE ELECTROMYOGRAPHIQUE
3217,84RLT,"MONITOR, CEREBRAL SPINAL FLUID PRESSURE (SEE 84GWM)",MONITEUR DE PRESSION DU LIQUIDE CEPHALO-RACHIDIEN (VOIR 84GWM)
3218,84VDG,"CABLE/LEAD, EMG",CABLE ET DERIVATION POUR ELECTROMYOGRAMME (EMG)
3219,84WHU,"ELECTRODE, TENS",ELECTRODE TENS
3220,85ANM,"UNIT, EMERGENCY CARE, NEONATAL",UNITE DE SOINS NEONATAUX D'URGENCE
3221,85HDB,"EXTRACTOR, VACUUM, FETAL",VENTOUSE OBSTETRICALE FOETALE
3222,85HDT,"INTRAUTERINE, DEVICE, CONTRACEPTIVE (IUD) AND INTRODUCER",DISPOSITIF CONTRACEPTIF INTRA-UTERIN (STERILET) ET INTRODUCTEUR
3223,85HDX,"DILATOR, VAGINAL",DILATATEUR VAGINAL
3224,85HEP,"MONITOR, BLOOD FLOW, ULTRASONIC",MONITEUR DE CIRCULATION SANGUINE A ULTRASONS
3225,85HFG,"COAGULATOR, LAPAROSCOPIC, UNIPOLAR (AND ACCESSORIES)",COAGULATEUR LAPAROSCOPIQUE UNIPOLAIRE (ET ACCESSOIRES)
3226,85HFX,"CLAMP, CIRCUMCISION",PINCE A CIRCONCISION
3227,85HGM,"SYSTEM, MONITORING, PERINATAL",SYSTEME DE SURVEILLANCE PERINATALE
3228,85HHE,"CUP, MENSTRUAL",COUPE MENSTRUELLE
3229,85HHI,"SYSTEM, ABORTION, VACUUM",SYSTEME D'AVORTEMENT PAR ASPIRATION
3230,85HHT,"SPATULA, CERVICAL, CYTOLOGICAL",SPATULE CERVICALE CYTOLOGIQUE
3231,85HIB,"SPECULUM, VAGINAL, NONMETAL",SPECULUM VAGINAL NON METALLIQUE
3232,85HIH,HYSTEROSCOPE (AND ACCESSORIES),HYSTEROSCOPE (ET ACCESSOIRES)
3233,85LLT,FETAL PH MONITOR,MONITEUR DE PH FOETAL
3234,85LXE,"DOPPLER, FETAL, ULTRASOUND",APPAREIL DOPPLER A ULTRASONS POUR ECHOGRAPHIE FOETALE
3235,85UAN,"STENT, OTHER",AUTRE TYPE DE STENT
3236,85ZZZ,OBSTETRICS & GYNAECOLOGY GENERAL CODE,CODE GENERAL D'OBSTETRIQUE ET DE GYNECOLOGIE
3237,86ALS,"PROSTHESIS, LACRIMAL DUCT",PROTHESE POUR CANAL LACRYMAL
3238,86HKS,"PRISM, GONIOSCOPIC",PRISME GONIOSCOPIQUE
3239,86HLZ,"ELECTRODE, CORNEAL",ELECTRODE CORNEENNE
3240,86LPM,"LENSES, SOFT CONTACT, EXTENDED WEAR",LENTILLES DE CONTACT SOUPLES A PORT PROLONGE
3241,86LPN,ACCESSORIES TO CONTACT LENSES-CLEANING AND WETTING AGENTS,ACCESSOIRES POUR LENTILLES DE CONTACT - AGENTS NETTOYANTS ET MOUILLANTS
3242,86LQB,MEDICAL COMPUTERS AND SOFTWARE FOR OPHTHALMIC USE,ORDINATEURS ET LOGICIELS MEDICAUX POUR USAGE OPHTALMIQUE
3243,86LZS,"LASER, SYSTEM, EXCIMER",SYSTEME LASER EXCIMERE
3244,86LZU,"PLUG, PUNCTUM",BOUCHON LACRYMAL
3245,86MSR,"TUBING, REPLACEMENT, PHACOFRAGMENTATION UNIT",TUBE DE REMPLACEMENT POUR UNITE DE PHACOFRAGMENTATION
3246,86MVN,"LENS, CONTACT, (DISPOSABLE)",LENTILLE DE CONTACT (JETABLE)
3247,86NCI,"STIMULATOR, ELECTRICAL, EXTRAOCULAR, RETINAL, FOR AGERELATED MACULAR DEGENERATION",STIMULATEUR ELECTRIQUE EXTRAOCULAIRE DE LA RETINE POUR TRAITEMENT DE LA DEGENERESCENCE MACULAIRE LIEE A L'AGE
3248,86QHF,"EXTRACTOR, CATARACT",EXTRACTEUR DE CATARACTES
3249,86RIW,"OPHTHALMOSCOPE, IN-DIRECT",OPHTALMOSCOPE INDIRECT
3250,86WNV,"REDUCER, PRESSURE, INTRAOCULAR (SEE 86LCC)",REDUCTEUR DE PRESSION INTRAOCULAIRE (VOIR 86LCC)
3251,87AMS,"SEPARATOR, NERVE, NON-ELECTRICAL","SEPARATEUR, NERF, NON ELECTRIQUE"
3252,87AQG,"PROSTHESIS, HIP, ACETABULAR COMPONENT, NON-METAL",COMPOSANT ACETABULAIRE NON METALLIQUE DE PROTHESE DE HANCHE
3253,87ARU,"FORCEPS, ORTHOPEDIC",FORCEPS ORTHOPEDIQUE
3254,87ASY,"PROSTHESIS, HIP, SEMI-CONSTRAINED, POROUS COATED",PROTHESE SEMI-CONTRAINTE DE LA HANCHE A REVETEMENT POREUX
3255,87HRY,"PROSTHESIS, KNEE, FEMOROTIBIAL, SEMI-CONSTRAINED, CEMENTED,METAL/POLYMER","PROTHESE FEMOROTIBIALE SEMI-CONTRAINTE DU GENOU, CIMENTEE, EN METAL/POLYMERE"
3256,87HSW,"PROSTHESIS, FEMOROTIBIAL, CONSTRAINED (METAL-ON-POLYMERBEARING)",PROTHESE FEMOROTIBIALE CONTRAINTE (ROULEMENT EN METAL SUR POLYMERE)
3257,87HTN,"WASHER, BOLT, NUT","RONDELLE, BOULON, ECROU"
3258,87HTQ,BROACH,BROCHE
3259,87HWA,IMPACTOR,IMPACTEUR
3260,87HWC,"SCREW, FIXATION, BONE",VIS DE FIXATION OSSEUSE
3261,87HWE,"INSTRUMENT, SURGICAL, ORTHOPEDIC, AC-POWERED MOTOR ANDACCESSORY/ATTACHMENT","INSTRUMENT CHIRURGICAL ORTHOPEDIQUE, MOTEUR SUR SECTEUR ET ACCESSOIRE"
3262,87HWF,"PROSTHESIS, LIGAMENT",PROTHESE LIGAMENTAIRE
3263,87HWW,COUNTERSINK,FRAISAGE CERVICAL IMPLANTAIRE
3264,87HXG,TAMP,BOURRAGE
3265,87JDB,"PROSTHESIS, ELBOW, SEMI-CONSTRAINED, CEMENTED","PROTHESE SEMI-CONTRAINTE DE COUDE, CIMENTEE"
3266,87JDC,"PROSTHESIS, ELBOW, CONSTRAINED, CEMENTED","PROTHESE CONTRAINTE DE COUDE, CIMENTEE"
3267,87JDO,"DEVICE, FIXATION, PROXIMAL FEMORAL, IMPLANT",DISPOSITIF DE FIXATION D'IMPLANT FEMORAL PROXIMAL
3268,87JDQ,CERCLAGE FIXATION,FIXATION PAR CERCLAGE
3269,87KIJ,"INSTRUMENT, SURGICAL, ORTHOPEDIC, DC-POWERED MOTOR AND ACCESSORY/ATTACHMENT","INSTRUMENT CHIRURGIQUE ORTHOPEDIQUE, MOTEUR ALIMENTE EN C.C. ET ACCESSOIRE"
3270,87KRN,"PROSTHESIS, KNEE, FEMOROTIBIAL, CONSTRAINED, CEMENTED, METAL","PROTHESE FEMOROTIBIALE CONTRAINTE DE GENOU, CIMENTEE, EN METAL"
3271,87KRP,"PROSTHESIS, KNEE, PATELLOFEMOROTIBIAL, CONSTRAINED,CEMENTED, POLYMER/METAL/METAL","PROTHESE PATELLOFEMOROTIBIALE CONTRAINTE DE GENOU, CIMENTEE, EN POLYMERE/METAL/METAL"
3272,87KWP,"APPLIANCE, FIXATION, SPINAL INTERLAMINAL","APPAREIL DE FIXATION, SPINAL INTERLAMINAIRE"
3273,87KWS,"PROSTHESIS, SHOULDER, SEMI-CONSTRAINED, METAL/POLYMERCEMENTED","PROTHESE SEMI-CONTRAINTE D'EPAULE, CIMENTEE, EN METAL/POLYMERE"
3274,87LGF,"COMPONENT, CAST","COMPOSANT, PLATRE"
3275,87LRN,"WIRE, SURGICAL",FIL CHIRURGICAL
3276,87LXC,"MONITOR, PRESSURE, INTRACOMPARTMENTAL",MONITEUR DE PRESSION INTRACOMPARTIMENTAL
3277,87LZY,"PROSTHESIS, HIP, HEMI-, FEMORAL, METAL BALL",HEMIPROTHESE FEMORAL DE HANCHE AVEC BOULE EN METAL
3278,87MBF,"PROSTHESIS, SHOULDER, SEMI-CONSTRAINED, METAL/POLYMER,UNCEMENTED","PROTHESE SEMI-CONTRAINTE D'EPAULE, NON CIMENTEE, EN METAL/POLYMERE"
3279,87MDI,"PROSTHESIS, RIB REPLACEMENT",PROTHESE DE REMPLACEMENT DE COTE
3280,87MJT,"PROSTHESIS, SHOULDER, HUMERAL (BIPOLAR HEMI-SHOULDER)METAL/POLYMER, CEMENTED OR UNCEMENTED","PROTHESE HUMERALE D'EPAULE (HEMIPROTHESE D'EPAULE BIPOLAIRE), CIMENTEE OU NON CIMENTEE, EN METAL/POLYMERE"
3281,87MZZ,"PROSTHESIS, FEMORAL NAIL","PROTHESE, CLOU POUR FEMUR"
3282,87QBO,ARTHROGRAM KIT,TROUSSE D'ARTHROGRAPHIE
3283,87QDF,"BED, ORTHOPEDIC",LIT ORTHOPEDIQUE
3284,87QED,"WAX, BONE (SEE 87MTJ)",CIRE OSSEUSE (VOIR 87MTJ)
3285,87QRF,"DRILL, CANNULATED",MECHE CANULEE
3286,88AKC,CULTURE MEDIA FOR TISSUE CULTURE,MILIEU DE CULTURE TISSULAIRE
3287,88GGI,"STAIN, SCHIFF, PERIODIC ACID",COLORATEUR A L'ACIDE PERIODIQUE DE SCHIFF
3288,88HYW,"STAIN, TRICHROME, MALLORY'S",COLORATEUR TRICHROME DE MALLORY
3289,88KDW,"CONTAINER, SPECIMEN MAILER AND STORAGE, TEMPERATURECONTROLLED","RÉCIPIENT, EXPÉDITION D’ÉCHANTILLONS ET STOCKAGE, TEMPÉRATURE CONTRÔLÉE"
3290,88KIS,"SERA, ANIMAL AND HUMAN",SERUMS ANIMAUX ET HUMAINS
3291,88KJA,"FLASK, TISSUE CULTURE",FLACON POUR CULTURE TISSULAIRE
3292,88LEE,"STAINS, DYE SOLUTION","COLORATEURS, SOLUTION DE COLORATION"
3293,88MNM,"READER,CERVICAL CYTOLOGY SLIDE, AUTOMATED",LECTEUR AUTOMATISE DE LAMES DE CYTOLOGIE CERVICALE
3294,88NQF,IMMUNOHISTOCHEMISTRY REAGENTS AND KITS,REACTIFS ET TROUSSES IMMUNOHISTOCHIMIQUES
3295,89ATJ,"DEVICE, CRYOTHERAPY/COMPRESSION",DISPOSITIF DE CRYOTHERAPIE/COMPRESSION
3296,89IKZ,"BED, PATIENT, ROTATION, POWERED",LIT ELECTRIQUE POUR ROTATION DU PATIENT
3297,89ILH,"SPLINT, HAND, AND COMPONENTS",ATTELLE DE MAIN ET COMPOSANTS
3298,89ILJ,"BATH, HYDRO-MASSAGE",BAIGNOIRE D'HYDROMASSAGE
3299,89IMC,"BATH, PARAFFIN",BAIN DE PARAFFINE
3300,89IMG,"STIMULATOR, ULTRASOUND AND MUSCLE, FOR USE IN APPLYINGTHERAPEUTIC DEEP HEAT","STIMULATEUR DE MUSCLES A ULTRASONS, POUR APPLICATION DE CHALEUR PROFONDE THERAPEUTIQUE"
3301,89INN,"CHAIR, ADJUSTABLE, MECHANICAL",FAUTEUIL MECANIQUE AJUSTABLE
3302,89INP,"TIP AND PAD, CANE, CRUTCH AND WALKER","EMBOUT ET COUSSINET POUR CANNE, BEQUILLE ET MARCHETTE"
3303,89IQI,"ORTHOSIS, LIMB BRACE",ORTHESE DE SUPPORT DE MEMBRE
3304,89LYG,"MASSAGER, THERAPEUTIC, MANUAL",MASSEUR THÉRAPEUTIQUE MANUEL
3305,89MPH,"STIMULATOR, ELECTRICAL, MUSCLE",STIMULATEUR DE MUSCLES ELECTRIQUE
3306,89MPO,INFANT HEEL WARMER (CHEMICAL HEAT PACK),SACHET CHAUFFANT POUR TALON DE BEBE (SAC THERMOCHIMIQUE)
3307,89QAP,"UNIT, SUPPORT, AMBULATION",DISPOSITIF POUR SUPPORT DE L'AMBULATION
3308,89QVE,"EXERCISER, OTHER",AUTRE APPAREIL D'EXERCICE
3309,89VFJ,"HEATER, HOT PACK",COMPRESSE CHAUDE
3310,89WHH,"VEHICLE, HANDICAPPED",VEHICULE ADAPTE POUR PERSONNES HANDICAPEES
3311,89WOK,"EQUIPMENT, CRYOTHERAPY",MATERIEL DE CRYOTHERAPIE
3312,90FCD,"KIT, BARIUM ENEMA, DISPOSABLE",TROUSSE JETABLE DE LAVEMENT BARYTE
3313,90IXQ,"TABLE, RADIOGRAPHIC, STATIONARY TOP",TABLE RADIOGRAPHIQUE A DESSUS FIXE
3314,90IYO,"SYSTEM, IMAGING, PULSED ECHO, ULTRASONIC",ECHOGRAPHE
3315,90IZJ,"CAMERA, X-RAY, FLUOROGRAPHIC, CINE OR SPOT",CAMERA OU SERIOGRAPHE A RAYONS X POUR FLUOROGRAPHIE
3316,90IZW,"COLLIMATOR, AUTOMATIC, RADIOGRAPHIC",COLLIMATEUR AUTOMATIQUE DE RADIOGRAPHIE
3317,90KGI,"DENSITOMETER, BONE",DENSITOMETRE OSSEUX
3318,90LNB,"APPLICATOR, HYPERTHERMIA, DEEP HEATING, ULTRASOUND",APPLICATEUR D'HYPERTHERMIE PROFONDE A ULTRASONS
3319,90QWS,"RADIOGRAPHIC/FLUOROSCOPIC UNIT, MOBILE C-ARM",APPAREIL RADIOGRAPHIQUE ET FLUOROSCOPIQUE A ARCEAUX EN C MOBILES
3320,90ROQ,"RECORDER, RADIOGRAPHIC VIDEO TAPE",MAGNETOSCOPE RADIOGRAPHIQUE
3321,90THG,"SCANNER, NUCLEAR EMISSION COMPUTED TOMOGRAPHY (ECT)",APPAREIL DE TOMOGRAPHIE PAR EMISSION NUCLEAIRE INFORMATISE
3322,90THS,"SCANNER, COMPUTED TOMOGRAPHY, X-RAY, FULL BODY",APPAREIL DE TOMOGRAPHIE A RAYONS X POUR CORPS ENTIER
3323,90VCO,"GANTRY, NUCLEAR IMAGING",IMAGERIE NUCLEAIRE A SUPPORT MOBILE
3324,90VGF,"FILTER, RADIOGRAPHIC",FILTRE RADIOGRAPHIQUE
3325,90VGQ,"SHIELD, X-RAY, THROAT",PROTEGE-GORGE CONTRE LES RAYONS X
3326,90WIA,"AFTERLOADER, RADIOTHERAPY","PROJECTEUR DE SOURCES, RADIOTHERAPIE"
3327,91AEM,"SCREENING KIT, CANNABINOIDS",TROUSSE DE DETECTION DES CANNABINOIDES
3328,91AEX,CANNABINOIDS ASSAY,TEST DE DETECTION DES CANNABINOIDES
3329,91AIW,"NEPHELOMETRIC INHIBITION IMMUNOASSAY, THEOPHYLLINE","DOSAGE IMMUNOLOGIQUE PAR INHIBITION NEPHELOMETRIQUE, THEOPHYLLINE"
3330,91DJP,"RADIOIMMUNOASSAY, AMPHETAMINE","DOSAGE RADIO-IMMUNOLOGIQUE, AMPHETAMINE"
3331,91DMJ,"TEST, ETHYL ALCOHOL",DOSAGE DE L'ALCOOL ETHYLIQUE
3332,91DNO,"HEMAGGLUTINATION INHIBITION, GENTAMICIN","INHIBITION DE L'HEMAGGLUTINATION, GENTAMICINE"
3333,91JXO,"ENZYME IMMUNOASSAY, COCAINE","DOSAGE IMMUNOENZYMATIQUE, COCAINE"
3334,91KLT,"ENZYME IMMUNOASSAY, CARBAMAZEPINE","DOSAGE IMMUNOENZYMATIQUE, CARBAMAZEPINE"
3335,91LFI,"HIGH PRESSURE LIQUID CHROMATOGRAPHY, TRICYCLICANTIDEPRESSANT DRUGS","CHROMATOGRAPHIE LIQUIDE HAUTE PRESSION, ANTIDEPRESSEURS TRICYCLIQUES"
3336,91MAR,SERUM ASSAY TDX CYCLOSPORINE AND METABOLITES,"EPREUVE SEROLOGIQUE TDX, CYCLOSPORINE ET METABOLITES"
3337,91MRS,"TEST, SYSTEM, NICOTINE, COTININE, METABOLITES","SYSTEME DE DOSAGE, NICOTINE, COTININE, METABOLITES"
3338,99ZZZ,UNASSIGNED,NON ATTRIBUE
3339,73AZA,"CALIBRATOR, VENTILATOR",APPAREIL D'ETALONNAGE POUR VENTILATEUR
3340,73BTL,"VENTILATOR, EMERGENCY, POWERED (RESUSCITATOR)","VENTILATEUR (RESSUSCITATEUR) D'URGENCE, ELECTRIQUE"
3341,73BTT,"HUMIDIFIER, RESPIRATORY GAS, (DIRECT PATIENT INTERFACE)",HUMIDIFICATEUR DE GAZ RESPIRATOIRE (INTERACTION DIRECTE AVEC LE PATIENT)
3342,73BWB,"FORCEPS, TUBE INTRODUCTION",PINCE POUR INTRODUCTION DE TUBE
3343,73BXH,"GAUGE, GAS PRESSURE, CYLINDER/PIPELINE",MANOMETRE POUR BOUTEILLE/CANALISATION DE GAZ
3344,73BXK,"GAS, CALIBRATION (SPECIFIED CONCENTRATION)",GAZ D'ETALONNAGE (CONCENTRATION DETERMINEE)
3345,73BYX,"TUBING, PRESSURE AND ACCESSORIES",TUBULURE DE PRESSION ET ACCESSOIRES
3346,73BZR,"MIXER, BREATHING GASES, ANESTHESIA INHALATION",MELANGEUR DE GAZ POUR ANESTHESIE PAR INHALATION
3347,73CAF,NEBULIZER (DIRECT PATIENT INTERFACE),NEBULISEUR (INTERACTION DIRECTE AVEC LE PATIENT)
3348,73CAI,"CIRCUIT, BREATHING (W CONNECTOR,ADAPTOR,Y PIECE)","CIRCUIT RESPIRATOIRE (AVEC RACCORD, ADAPTATEUR ET PIECE EN Y)"
3349,73CAO,"AIRWAY, ESOPHAGEAL (OBTURATOR)",TUBE OESOPHAGIEN (OBTURATEUR)
3350,73CCT,"APPLICATOR (LARYNGO-TRACHEAL), TOPICAL ANESTHESIA",APPLICATEUR LARYNGO-TRACHEAL POUR ANESTHESIE TOPIQUE
3351,73CCW,"LARYNGOSCOPE, RIGID",LARYNGOSCOPE RIGIDE
3352,73DZX,"UNIT, EMERGENCY OXYGEN AND RESUSCITATION",UNITE D'INHALATION D'OXYGENE ET DE REANIMATION D'URGENCE
3353,73EPE,"BRUSH, CLEANING, TRACHEAL TUBE",BROSSE POUR TUBE ENDOTRACHEAL
3354,73EQK,"TUBE, TRACHEOSTOMY",TUBE POUR TRACHEOTOMIE
3355,73FLS,"MONITOR (APNEA DETECTOR), VENTILATORY EFFORT",MONITEUR DE VENTILATION A L'EFFORT (DETECTEUR D'APNEE)
3356,73FQB,"RESUSCITATOR, PULMONARY, MANUAL (SEE 73BTM)","DISPOSITIF DE REANIMATION PULMONAIRE, MANUEL (VOIR 73BTM)"
3357,73FYZ,"MONITOR, RESPIRATORY",MONITEUR RESPIRATOIRE
3358,73KOI,"STIMULATOR, NERVE, PERIPHERAL, ELECTRIC","STIMULATEUR DE NERFS PERIPHERIQUES, ELECTRIQUE"
3359,73LEX,"GAS-MACHINE, ANALGESIA",DOSEUR DE GAZ ANESTHESIANTS
3360,73MNR,VENTILATORY EFFORT RECORDER,ENREGISTREUR D'EFFORT VENTILATOIRE
3361,73RGC,"MASK, AEROSOL ADMINISTRATION",MASQUE POUR ADMINISTRATION D'AEROSOL
3362,73RJJ,"ANALYZER, GAS, OXYGEN, CONTINUOUS MONITOR","ANALYSEUR D'OXYGENE GAZEUX, A SURVEILLANCE CONTINUE"
3363,73VCG,"VALVE, SWITCHING",VALVE DE COMMUTATION
3364,73VJA,"MONITOR, HEMODYNAMIC",MONITEUR HEMODYNAMIQUE
3365,73WLJ,"CATHETER, OXYGEN, TRACHEAL",CATHETER TRANSTRACHEAL A OXYGENE
