"PATIENT_DEV_CD"|"DESC_E"|"DESC_F"|"CODE_TYPE_E"|"CODE_TYPE_F"
3013|"Externalized conductor (Retired - use 2512)"|"Externalized conductor (Retiré-utilise 2512)"|"Medical Device Problem"|"Problème de dispositif médical"
4001|"Breast complication associated with device (Retired - use 636)"|"Complication mammaire associée à un instrument (Retiré-utilise 636)"|"Health Effect"|"Effet sur la santé"
4002|"Capsular contracture associated with breast implant (Retired - use 67)"|"Contracture capsulaire associée à un implant mammaire (Retiré-utilise 67)"|"Health Effect"|"Effet sur la santé"
4003|"Cardiac complication associated with device (Retired - use 636)"|"Complication cardiaque associée à un instrument (Retiré-utilise 636)"|"Health Effect"|"Effet sur la santé"
4005|"Pacemaker generated arrhythmia (Retired - use 30)"|"Arythmie induite par un stimulateur cardiaque (Retiré-utilise 30)"|"Health Effect"|"Effet sur la santé"
4006|"Pacemaker syndrome (Retired - use 636)"|"Syndrome du stimulateur cardiaque (Retiré-utilise 636)"|"Health Effect"|"Effet sur la santé"
4007|"Complication of device insertion (Retired - use 636)"|"Complication liée à l'insertion d'un instrument (Retiré-utilise 636)"|"Health Effect"|"Effet sur la santé"
4008|"Complication of device removal (Retired - use 636)"|"Complication liée au retrait d'un instrument (Retiré-utilise 636)"|"Health Effect"|"Effet sur la santé"
4009|"Device intolerance (Retired - use 636)"|"Intolérance à un instrument (Retiré-utilise 636)"|"Health Effect"|"Effet sur la santé"
4010|"Device psychogenic complication (Retired - use 636)"|"Complication psychogène liée à un instrument (Retiré-utilise 636)"|"Health Effect"|"Effet sur la santé"
4011|"Device related infection (Retired - use 286)"|"Infection liée à un instrument (Retiré-utilise 286)"|"Health Effect"|"Effet sur la santé"
4012|"Device related sepsis (Retired - use 528)"|"Sepsis lié à un instrument (Retiré-utilise 528)"|"Health Effect"|"Effet sur la santé"
4013|"Device toxicity (Retired - use 636)"|"Toxicité d'un instrument (Retiré-utilise 636)"|"Health Effect"|"Effet sur la santé"
4014|"Exposure to contaminated device (Retired - use 636)"|"Exposition à un instrument contaminé (Retiré-utilise 636)"|"Health Effect"|"Effet sur la santé"
4015|"Feeding tube complication (Retired - use 636)"|"Complication liée à une sonde d'alimentation (Retiré-utilise 636)"|"Health Effect"|"Effet sur la santé"
4016|"Injury associated with device (Retired - use 1274)"|"Blessure associée à un instrument (Retiré-utilise 1274)"|"Health Effect"|"Effet sur la santé"
4017|"Medical device complication (Retired - use 636)"|"Complication liée à un instrument médical (Retiré-utilise 636)"|"Health Effect"|"Effet sur la santé"
4018|"Medical device discomfort (Retired - use 141)"|"Gêne provoquée par un instrument médical (Retiré-utilise 141)"|"Health Effect"|"Effet sur la santé"
4019|"Medical device pain (Retired - use 436)"|"Douleur causée par un instrument médical (Retiré-utilise 436)"|"Health Effect"|"Effet sur la santé"
4020|"Medical device site reaction (Retired - use 636)"|"Réaction au site de l'instrument médical (Retiré-utilise 636)"|"Health Effect"|"Effet sur la santé"
4021|"Neurological complication associated with device (Retired - use 636)"|"Complication neurologique associée à un instrument (Retiré-utilise 636)"|"Health Effect"|"Effet sur la santé"
4022|"E0808 - Corneal Epithelial Microcysts"|"E0808 - Microkystes de l'épithélium cornéen"|"Health Effect"|"Effet sur la santé"
4023|"Eye complication associated with device (Retired - use 636)"|"Complication oculaire associée à un instrument (Retiré-utilise 636)"|"Health Effect"|"Effet sur la santé"
4025|"Reproductive complication associated with device (Retired - use 636)"|"Complication pour la reproduction associée à un instrument(Retiré-voir 636)"|"Health Effect"|"Effet sur la santé"
4026|"Endotracheal intubation complication (Retired - use 636)"|"Complication liée à l'intubation endotrachéale (Retiré-utilise 636)"|"Health Effect"|"Effet sur la santé"
4027|"Respiratory complication associated with device (Retired - use 636)"|"Complication respiratoire liée à un instrument (Retiré-utilise 636)"|"Health Effect"|"Effet sur la santé"
4029|"Stent-graft endoleak (Retired - use 1359)"|"Endofuite d'endoprothèse (Retiré-utilise 1359)"|"Health Effect"|"Effet sur la santé"
4030|"Vascular complication associated with device (Retired - use 636)"|"Complication vasculaire associée à un instrument (Retiré-utilise 636)"|"Health Effect"|"Effet sur la santé"
5001|"Device computer issue (Retired)"|"Problème informatique lié à un instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5002|"Device electrical finding (Retired)"|"Observation électrique concernant un instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5003|"Device electrical impedance issue (Retired)"|"Problème d'impédance électrique d'un instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5004|"Electromagnetic interference (Retired)"|"Interférence électromagnétique (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5005|"Device-device incompatibility (Retired)"|"Incompatibilité entre instruments (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5006|"Patient-device incompatibility (Retired)"|"Incompatibilité entre le patient et l'instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5007|"Device alarm issue (Retired)"|"Problème d'alarme sur un instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5008|"Device information output issue (Retired)"|"Problème de sortie de données sur un instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5009|"Device connection issue (Retired)"|"Problème de connexion d'un instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5010|"Device deployment issue (Retired)"|"Problème de déploiement d'un instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5011|"Device dislocation (Retired)"|"Déplacement d'un instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5012|"Device expulsion (Retired)"|"Expulsion d'un dispositif (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5013|"Device extrusion (Retired)"|"Extrusion d'un instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5014|"Device failure (Retired)"|"Défaillance d'un instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5015|"Device inversion (Retired)"|"Inversion d'un instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5016|"Device issue (Retired)"|"Problème lié à un instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5017|"Device lead issue (Retired)"|"Problème d'électrode sur un instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5018|"Device leakage (Retired)"|"Fuite d'un instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5019|"Device misuse (Retired)"|"Mauvaise utilisation d'un instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5020|"Drug administered in wrong device (Retired)"|"Administration de médicament dans le mauvais instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5021|"Intentional medical device removal by patient (Retired)"|"Retrait intentionnel d'un instrument médical par le patient (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5022|"Pregnancy with contraceptive device (Retired)"|"Grossesse sous contraception par dispositif (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5023|"Pump reservoir issue (Retired)"|"Problème de réservoir de pompe (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5024|"Unintentional medical device removal by patient (Retired)"|"Retrait non intentionnel d'un instrument médical par le patient (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5025|"Wrong device dispensed (Retired)"|"Mauvais instrument attribué (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5026|"Wrong device used (Retired)"|"Mauvais instrument utilisé (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5027|"Device battery issue (Retired)"|"Problème de batterie d'un instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5028|"Device capturing issue (Retired)"|"Problème de capture lié à un instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5029|"Device ineffective (Retired)"|"Instrument inefficace (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5030|"Device infusion issue (Retired)"|"Problème de perfusion d'un instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5031|"Device malfunction (Retired)"|"Fonctionnement défectueux d'un instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5032|"Device occlusion (Retired)"|"Occlusion d'un instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5033|"Device optical issue (Retired)"|"Problème d'optique d'un instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5034|"Device pacing issue (Retired)"|"Problème de stimulation avec un instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5035|"Device power source issue (Retired)"|"Problème avec la source d'alimentation d'un instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5036|"Device signal detection issue (Retired)"|"Problème de détection du signal d'un instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5037|"Device stimulation issue (Retired)"|"Problème de stimulation d'un instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5038|"Incorrect dose administered by device (Retired)"|"Dose erronée administrée par un instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5039|"Medical device entrapment (Retired)"|"Piégeage par un instrument médical (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5040|"Oversensing (Retired)"|"Surdétection (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5041|"Stent embolisation (Retired)"|"Embolisation causée par une endoprothèse (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5042|"Stent malfunction (Retired)"|"Fonctionnement défectueux d'une endoprothèse (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5043|"Thrombosis in device (Retired)"|"Thrombose dans un instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5044|"Undersensing (Retired)"|"Sous-détection (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5045|"Device difficult to use (Retired)"|"Instrument difficile à utiliser (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5046|"Device breakage (Retired)"|"Bris d'un instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5047|"Device chemical property issue (Retired)"|"Problème de propriété chimique avec un instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5048|"Device colour issue (Retired)"|"Problème de couleur avec un instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5049|"Device colour issue (Retired)"|"Problème de couleur avec un instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5050|"Device damage (Retired)"|"Instrument endommagé (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5051|"Device deposit issue (Retired)"|"Problème de dépôt d'un instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5052|"Device extension damage (Retired)"|"Dommages à l'extension d'un instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5053|"Device kink (Retired)"|"Entortillement d'un instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5054|"Device lead damage (Retired)"|"Électrode d'un instrument endommagée (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5055|"Device material issue (Retired)"|"Problème de matériau d'un instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5056|"Device material opacification (Retired)"|"Opacification des matériaux d'un instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5057|"Device physical property issue (Retired)"|"Problème de propriété physique avec un instrument (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5058|"Needle issue (Retired)"|"Problème d'aiguille (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5059|"Syringe issue (Retired)"|"Problème de seringue (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5501|"USER ERROR (Retired)"|"ERREUR DE L'UTILISATEUR (Retiré)"|""|""
5502|"COMPLAINT NOT CONFIRMED/OBSERVED IN ANALYSIS (Retired)"|"PLAINTE NON CONFIRMÉE/OBSERVÉE À L'ANALYSE (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5503|"DEVICE FUNCTIONED AS INTENDED (Retired)"|"LE DISPOSITIF A FONCTIONNÉ COMME PRÉVU (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5504|"DEVICE MET SPECIFICATIONS (Retired)"|"LE DISPOSITIF A SATISFAIT AUX SPÉCIFICATIONS (Retiré)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
5505|"KNOWN RISK (Retired)"|"RISQUE CONNU (Retiré)"|""|""
6001|"B01 - Testing of Actual/Suspected Device"|"B01 - Mise à l'essai du dispositif soupçonné d'être en cause"|"Manufacturer Investigation Method"|"Méthode d'évaluation du fabricant"
6002|"B02 - Testing of Device from Same Lot/Batch Retained by Manufacturer"|"B02 - Mise à l'essai d'un dispositif du même lot conservé par le fabricant"|"Manufacturer Investigation Method"|"Méthode d'évaluation du fabricant"
6003|"B03 - Testing of Device from Same Lot/Batch Returned from User"|"B03 - Mise à l'essai d'un dispositif du même lot retourné par l'utilisateur"|"Manufacturer Investigation Method"|"Méthode d'évaluation du fabricant"
6004|"B04 - Testing of Device from Other Lot/Batch Retained by Manufacturer"|"B04 - Mise à l'essai d'un dispositif d'un autre lot conservé par le fabricant"|"Manufacturer Investigation Method"|"Méthode d'évaluation du fabricant"
6005|"B05 - Testing of Device from Other Lot/Batch Returned From User"|"B05 - Mise à l'essai d'un dispositif d'un autre lot retourné par l'utilisateur"|"Manufacturer Investigation Method"|"Méthode d'évaluation du fabricant"
6006|"B06 - Testing of Model Variant"|"B06 - Mise à l'essai d'une variante du modèle"|"Manufacturer Investigation Method"|"Méthode d'évaluation du fabricant"
6007|"B07 - Testing of Raw/Starting Materials"|"B07 - Mise à l'essai de matières premières/matériaux de base"|"Manufacturer Investigation Method"|"Méthode d'évaluation du fabricant"
6008|"B08 - Testing of Patient Sample or Reference Material Using Manufacturer's Device"|"B08 - Examen d'échantillon/matériel référence utilisant le dispositif (fabricant)"|"Manufacturer Investigation Method"|"Méthode d'évaluation du fabricant"
6009|"B09 - Testing of Patient Sample or Reference Material Using Reference Method"|"B09 - Examen d'échantillon/matériel référence utilisant une méthode de référence"|"Manufacturer Investigation Method"|"Méthode d'évaluation du fabricant"
6010|"B10 - Testing of Patient Sample or Reference Material Using Competitor's Device"|"B10 - Examen d'échantillon/matériel référence utilisant le dispositif(concurrent)"|"Manufacturer Investigation Method"|"Méthode d'évaluation du fabricant"
6011|"B11 - Historical Data Analysis"|"B11 - Analyse des données historiques"|"Manufacturer Investigation Method"|"Méthode d'évaluation du fabricant"
6012|"B12 - Trend Analysis"|"B12 - Analyse des tendances"|"Manufacturer Investigation Method"|"Méthode d'évaluation du fabricant"
6013|"B13 - Communication/Interviews"|"B13 - Communications/entrevues"|"Manufacturer Investigation Method"|"Méthode d'évaluation du fabricant"
6014|"B14 - Analysis of Production Records"|"B14 - Analyse des dossiers de production"|"Manufacturer Investigation Method"|"Méthode d'évaluation du fabricant"
6015|"B15 - Analysis of Data Provided by User/Third Party"|"B15 - Analyse des données fournies par l'utilisateur ou un tiers"|"Manufacturer Investigation Method"|"Méthode d'évaluation du fabricant"
6016|"B16 - Device Not Manufactured by Reporting Manufacturer"|"B16 - Dispositif non fabriqué par le fabricant déclarant"|"Manufacturer Investigation Method"|"Méthode d'évaluation du fabricant"
6017|"B17 - Device Not Returned"|"B17 - Dispositif non retourné"|"Manufacturer Investigation Method"|"Méthode d'évaluation du fabricant"
6018|"B18 - Device Discarded"|"B18 - Dispositif mis aux rebuts"|"Manufacturer Investigation Method"|"Méthode d'évaluation du fabricant"
6019|"B19 - Incomplete Device Returned"|"B19 - Dispositif incomplet retourné"|"Manufacturer Investigation Method"|"Méthode d'évaluation du fabricant"
6020|"B20 - Device Not Accessible for Testing"|"B20 - Dispositif non accessible pour des tests"|"Manufacturer Investigation Method"|"Méthode d'évaluation du fabricant"
6021|"B21 - Type of Investigation Not Yet Determined"|"B21 - Type d'enquête non déterminé pour le moment"|"Manufacturer Investigation Method"|"Méthode d'évaluation du fabricant"
6022|"B22 - Insufficient Information Available"|"B22 - Renseignements disponibles insuffisants"|"Manufacturer Investigation Method"|"Méthode d'évaluation du fabricant"
6023|"B23 - Specimen Requested But Not Provided"|"B23 - Échantillon demandé mais non fourni"|"Manufacturer Investigation Method"|"Méthode d'évaluation du fabricant"
6024|"B24 - Event History Log Review"|"B24 - Examen du registre historique des événements"|"Manufacturer Investigation Method"|"Méthode d'évaluation du fabricant"
7010|"C01 - Biological Problem Identified"|"C01 - Problème biologique recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7011|"C0101 - Biocompatibility Problem Identified"|"C0101 - Problème de biocompatibilité recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7012|"C0102 - Biological Contamination"|"C0102 - Contamination biologique"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7013|"C010201 - Endotoxin Contamination"|"C010201 - Contamination par des endotoxines"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7014|"C010202 - Microbial Contamination"|"C010202 - Contamination microbienne"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7016|"C0104 - Cytotoxicity Problem Identified"|"C0104 - Problème de cytotoxicité recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7019|"C010502 - Mutagenic Problem"|"C010502 - Problème mutagène"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7020|"C0106 - Hematological Problem Identified"|"C0106 - Problème hématologique recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7021|"C010601 - Agglutination Problem"|"C010601 - Problème d'agglutination"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7022|"C010602 - Complement Activation Problem"|"C010602 - Problème d'activation du complément"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7024|"C010604 - Problem due to Thrombosis Activation"|"C010604 - Problème découlant de l'activation de la thrombose"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7025|"C0107 - Unintended Presence of Allergens"|"C0107 - Présence imprévue d'allergènes"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7026|"C0108 - Reproductive Toxicity Problem Identified"|"C0108 - Problème de toxicité pour la reproduction recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7030|"C02 - Electrical Problem Identified"|"C02 - Problème électrique recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7040|"C0201 - Electrical/Electronic Component Problem Identified"|"C0201 - Problème de composant électrique/électronique recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7050|"C0202 - Hardware Timing Problem Identified"|"C0202 - Problème de synchronisation du matériel recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7060|"C0203 - Impedance Problem Identified"|"C0203 - Problème d'impédance recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7070|"C0204 - Insulation Problem Identified"|"C0204 - Problème d'isolation recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7080|"C0205 - Open Circuit"|"C0205 - Circuit ouvert "|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7090|"C0206 - Current Leakage Problem"|"C0206 - Problème de fuite"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7100|"C0207 - Power Source Problem Identified"|"C0207 - Problème de source d'alimentation recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7101|"C020701 - Energy Storage System Problem"|"C020701 - Problème du système de stockage d'énergie"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7102|"C020702 - Loss of Power"|"C020702 - Panne d'électricité"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7103|"C020703 - Power Fluctuation"|"C020703 - Variation du courant"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7110|"C0208 - Short Circuit"|"C0208 - Court-circuit"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7120|"C0209 - Signal Loss"|"C0209 - Perte du signal"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7130|"C03 - Electromagnetic Compatibility Problem Identified"|"C03 - Problème de compatibilité électromagnétique recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7131|"C0301 - Conducted Interference"|"C0301 - Brouillage transmis par conduction"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7132|"C0302 - Electrostatic Discharge"|"C0302 - Décharge électrostatique"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7133|"C0303 - Inadequate Immunity"|"C0303 - Immunité inadéquate"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7134|"C0304 - Unintended Emission"|"C0304 - Émission involontaire"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7135|"C0305 - Radiofrequency Interference (RFI)"|"C0305 - Interférence aux fréquences (RFI)"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7140|"C04 - Interoperability Problem Identified"|"C04 - Problème d'interopérabilité recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7141|"C0401 - Communications Problem Identified"|"C0401 - Problème de communication recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7142|"C040101 - Wired Communication Problem"|"C040101 - Problème de communication câblée"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7143|"C040102 - Wireless Communication Problem"|"C040102 - Problème de communication sans fil"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7144|"C040103 - Network Communication Problem"|"C040103 - Problème de communication par réseau"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7145|"C0402 - Incompatible Component/ Accessory"|"C0402 - Composant ou accessoire incompatible"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7146|"C0403 - Device Not Compatible With Another Device"|"C0403 - Dispositif non compatible avec un autre dispositif"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7147|"C0404 - Unintended Compatibility"|"C0404 - Compatibilité non prévue"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7150|"C05 - Labeling and Instructions for Use/Maintenance"|"C05 - Étiquetage et instructions pour l'utilisation et l'entretien"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7151|"C0501 - Inadequate Labelling and/or Instructions for Use"|"C0501 - Mode d'emploi ou étiquetage inadéquats"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7152|"C0502 - Incorrect Labeling and/or Instructions for Use"|"C0502 - Mode d'emploi ou étiquetage incorrects"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7153|"C0503 - Inadequate or Incorrect Instructions for Maintenance"|"C0503 - Consignes d'entretien inadéquates ou incorrectes"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7200|"C06 - Material and/or Chemical Problem Identified"|"C06 - Problème matériel ou chimique recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7210|"C0601 - Degradation Problem Identified"|"C0601 - Problème de dégradation recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7220|"C0602 - Inappropriate Material"|"C0602 - Matériau inapproprié"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7221|"C060201 - Improper Composition/ Concentration"|"C060201 - Composition/concentration inappropriée"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7222|"C060202 - Improper Physical Structure"|"C060202 - Structure physique inappropriée"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7223|"C060203 - Molecular Structure Problem"|"C060203 - Problème de structure moléculaire"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7230|"C0603 - Inadequate Physicochemical Properties"|"C0603 - Propriétés physico-chimiques inadéquates"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7240|"C0604 - Incompatible Material"|"C0604 - Matériau incompatible"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7250|"C0605 - Reactivity Problem Identified"|"C0605 - Problème de réactivité recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7260|"C0606 - Tolerance Stack-Up"|"C0606 - Accumulation des tolérances"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7300|"C07 - Mechanical Problem Identified"|"C07 - Problème mécanique recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7310|"C0701 - Device Migration"|"C0701 - Migration du dispositif"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7320|"C0702 - Friction Problem Identified"|"C0702 - Problème de frottement recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7330|"C0703 - Leakage/Seal"|"C0703 - Fuite/joint d'étanchéité"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7340|"C0704 - Lubrication Problem Identified"|"C0704 - Problème de lubrification recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7350|"C0705 - Stiffness Problem Identified"|"C0705 - Problème de rigidité recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7360|"C0706 - Stress Problem Identified"|"C0706 - Problème de tension recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7361|"C070601 - Deformation Problem"|"C070601 - Problème de déformation"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7362|"C070602 - Fatigue Problem"|"C070602 - Problème de fatigue"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7363|"C070603 - Fracture Problem"|"C070603 - Problème de rupture"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7364|"C070604 - Mechanical Shock Problem"|"C070604 - Problème de choc mécanique"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7365|"C070605 - Vibration Problem"|"C070605 - Problème de vibrations"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7366|"C070606 - Wear Problem"|"C070606 - Problème d'usure"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7370|"C0707 - Incorrect Dimension"|"C0707 - Dimension incorrecte"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
